Mod:Item:MetaData, Localized Name
gregtech:ore_wulfenite_0:12, Marble Wulfenite Ore
gregtech:ore_wulfenite_0:13, Basalt Wulfenite Ore
gregtech:ore_sapphire_0:0, Sapphire Ore
gregtech:ore_sapphire_0:1, Sapphire Ore
gregtech:ore_sapphire_0:2, Sapphire Ore
gregtech:ore_sapphire_0:3, Sapphire Ore
gregtech:ore_sapphire_0:4, Gravel Sapphire Ore
gregtech:ore_sapphire_0:5, Sapphire Ore
gregtech:ore_sapphire_0:6, Nether Sapphire Ore
gregtech:ore_sapphire_0:7, End Sapphire Ore
gregtech:ore_sapphire_0:8, Sand Sapphire Ore
gregtech:ore_sapphire_0:9, Sand Sapphire Ore
gregtech:ore_sapphire_0:10, Granite Sapphire Ore
gregtech:ore_sapphire_0:11, Granite Sapphire Ore
gregtech:ore_sapphire_0:12, Marble Sapphire Ore
gregtech:ore_sapphire_0:13, Basalt Sapphire Ore
gregtech:ore_galena_0:0, Galena Ore
gregtech:ore_galena_0:1, Galena Ore
gregtech:ore_galena_0:2, Galena Ore
gregtech:ore_galena_0:3, Galena Ore
gregtech:ore_galena_0:4, Gravel Galena Ore
gregtech:ore_galena_0:5, Galena Ore
gregtech:ore_galena_0:6, Nether Galena Ore
gregtech:ore_galena_0:7, End Galena Ore
gregtech:ore_galena_0:8, Sand Galena Ore
gregtech:ore_galena_0:9, Sand Galena Ore
gregtech:ore_galena_0:10, Granite Galena Ore
gregtech:ore_galena_0:11, Granite Galena Ore
gregtech:ore_galena_0:12, Marble Galena Ore
gregtech:ore_galena_0:13, Basalt Galena Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Lithium Ore
gregtech:ore_lithium_0:2, Lithium Ore
gregtech:ore_lithium_0:3, Lithium Ore
gregtech:ore_lithium_0:4, Gravel Lithium Ore
gregtech:ore_lithium_0:5, Lithium Ore
gregtech:ore_lithium_0:6, Nether Lithium Ore
gregtech:ore_lithium_0:7, End Lithium Ore
gregtech:ore_lithium_0:8, Sand Lithium Ore
gregtech:ore_lithium_0:9, Sand Lithium Ore
gregtech:ore_lithium_0:10, Granite Lithium Ore
gregtech:ore_lithium_0:11, Granite Lithium Ore
gregtech:ore_lithium_0:12, Marble Lithium Ore
gregtech:ore_lithium_0:13, Basalt Lithium Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Amethyst Ore
gregtech:ore_amethyst_0:2, Amethyst Ore
gregtech:ore_amethyst_0:3, Amethyst Ore
gregtech:ore_amethyst_0:4, Gravel Amethyst Ore
gregtech:ore_amethyst_0:5, Amethyst Ore
gregtech:ore_amethyst_0:6, Nether Amethyst Ore
gregtech:ore_amethyst_0:7, End Amethyst Ore
gregtech:ore_amethyst_0:8, Sand Amethyst Ore
gregtech:ore_amethyst_0:9, Sand Amethyst Ore
gregtech:ore_amethyst_0:10, Granite Amethyst Ore
gregtech:ore_amethyst_0:11, Granite Amethyst Ore
gregtech:ore_amethyst_0:12, Marble Amethyst Ore
gregtech:ore_amethyst_0:13, Basalt Amethyst Ore
gregtech:ore_naquadah_enriched_0:0, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:1, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:2, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:3, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:4, Gravel Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:5, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:6, Nether Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:7, End Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:8, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:9, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:10, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:11, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:12, Marble Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:13, Basalt Enriched Naquadah Ore
gregtech:ore_cassiterite_0:0, Cassiterite Ore
gregtech:ore_cassiterite_0:1, Cassiterite Ore
gregtech:ore_cassiterite_0:2, Cassiterite Ore
gregtech:ore_cassiterite_0:3, Cassiterite Ore
gregtech:ore_cassiterite_0:4, Gravel Cassiterite Ore
gregtech:ore_cassiterite_0:5, Cassiterite Ore
gregtech:ore_cassiterite_0:6, Nether Cassiterite Ore
gregtech:ore_cassiterite_0:7, End Cassiterite Ore
gregtech:ore_cassiterite_0:8, Sand Cassiterite Ore
gregtech:ore_cassiterite_0:9, Sand Cassiterite Ore
gregtech:ore_cassiterite_0:10, Granite Cassiterite Ore
gregtech:ore_cassiterite_0:11, Granite Cassiterite Ore
gregtech:ore_cassiterite_0:12, Marble Cassiterite Ore
gregtech:ore_cassiterite_0:13, Basalt Cassiterite Ore
gregtech:ore_neodymium_0:0, Neodymium Ore
gregtech:ore_neodymium_0:1, Neodymium Ore
gregtech:ore_neodymium_0:2, Neodymium Ore
gregtech:ore_neodymium_0:3, Neodymium Ore
gregtech:ore_neodymium_0:4, Gravel Neodymium Ore
gregtech:ore_neodymium_0:5, Neodymium Ore
gregtech:ore_neodymium_0:6, Nether Neodymium Ore
gregtech:ore_neodymium_0:7, End Neodymium Ore
gregtech:ore_neodymium_0:8, Sand Neodymium Ore
gregtech:ore_neodymium_0:9, Sand Neodymium Ore
gregtech:ore_neodymium_0:10, Granite Neodymium Ore
gregtech:ore_neodymium_0:11, Granite Neodymium Ore
gregtech:ore_neodymium_0:12, Marble Neodymium Ore
gregtech:ore_neodymium_0:13, Basalt Neodymium Ore
gregtech:ore_glauconite_0:0, Glauconite Ore
gregtech:ore_glauconite_0:1, Glauconite Ore
gregtech:ore_glauconite_0:2, Glauconite Ore
gregtech:ore_glauconite_0:3, Glauconite Ore
gregtech:ore_glauconite_0:4, Gravel Glauconite Ore
gregtech:ore_glauconite_0:5, Glauconite Ore
gregtech:ore_glauconite_0:6, Nether Glauconite Ore
gregtech:ore_glauconite_0:7, End Glauconite Ore
gregtech:ore_glauconite_0:8, Sand Glauconite Ore
gregtech:ore_glauconite_0:9, Sand Glauconite Ore
gregtech:ore_glauconite_0:10, Granite Glauconite Ore
gregtech:ore_glauconite_0:11, Granite Glauconite Ore
gregtech:ore_glauconite_0:12, Marble Glauconite Ore
gregtech:ore_glauconite_0:13, Basalt Glauconite Ore
gregtech:ore_pyrite_0:0, Pyrite Ore
gregtech:ore_pyrite_0:1, Pyrite Ore
gregtech:ore_pyrite_0:2, Pyrite Ore
gregtech:ore_pyrite_0:3, Pyrite Ore
gregtech:ore_pyrite_0:4, Gravel Pyrite Ore
gregtech:ore_pyrite_0:5, Pyrite Ore
gregtech:ore_pyrite_0:6, Nether Pyrite Ore
gregtech:ore_pyrite_0:7, End Pyrite Ore
gregtech:ore_pyrite_0:8, Sand Pyrite Ore
gregtech:ore_pyrite_0:9, Sand Pyrite Ore
gregtech:ore_pyrite_0:10, Granite Pyrite Ore
gregtech:ore_pyrite_0:11, Granite Pyrite Ore
gregtech:ore_pyrite_0:12, Marble Pyrite Ore
gregtech:ore_pyrite_0:13, Basalt Pyrite Ore
gregtech:ore_nickel_0:0, Nickel Ore
gregtech:ore_nickel_0:1, Nickel Ore
gregtech:ore_nickel_0:2, Nickel Ore
gregtech:ore_nickel_0:3, Nickel Ore
gregtech:ore_nickel_0:4, Gravel Nickel Ore
gregtech:ore_nickel_0:5, Nickel Ore
gregtech:ore_nickel_0:6, Nether Nickel Ore
gregtech:ore_nickel_0:7, End Nickel Ore
gregtech:ore_nickel_0:8, Sand Nickel Ore
gregtech:ore_nickel_0:9, Sand Nickel Ore
gregtech:ore_nickel_0:10, Granite Nickel Ore
gregtech:ore_nickel_0:11, Granite Nickel Ore
gregtech:ore_nickel_0:12, Marble Nickel Ore
gregtech:ore_nickel_0:13, Basalt Nickel Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Scheelite Ore
gregtech:ore_scheelite_0:2, Scheelite Ore
gregtech:ore_scheelite_0:3, Scheelite Ore
gregtech:ore_scheelite_0:4, Gravel Scheelite Ore
gregtech:ore_scheelite_0:5, Scheelite Ore
gregtech:ore_scheelite_0:6, Nether Scheelite Ore
gregtech:ore_scheelite_0:7, End Scheelite Ore
gregtech:ore_scheelite_0:8, Sand Scheelite Ore
gregtech:ore_scheelite_0:9, Sand Scheelite Ore
gregtech:ore_scheelite_0:10, Granite Scheelite Ore
gregtech:ore_scheelite_0:11, Granite Scheelite Ore
gregtech:ore_scheelite_0:12, Marble Scheelite Ore
gregtech:ore_scheelite_0:13, Basalt Scheelite Ore
gregtech:ore_oilsands_0:0, Oilsands Ore
gregtech:ore_oilsands_0:1, Oilsands Ore
gregtech:ore_oilsands_0:2, Oilsands Ore
gregtech:ore_oilsands_0:3, Oilsands Ore
gregtech:ore_oilsands_0:4, Gravel Oilsands Ore
gregtech:ore_oilsands_0:5, Oilsands Ore
gregtech:ore_oilsands_0:6, Nether Oilsands Ore
gregtech:ore_oilsands_0:7, End Oilsands Ore
gregtech:ore_oilsands_0:8, Sand Oilsands Ore
gregtech:ore_oilsands_0:9, Sand Oilsands Ore
gregtech:ore_oilsands_0:10, Granite Oilsands Ore
gregtech:ore_oilsands_0:11, Granite Oilsands Ore
gregtech:ore_oilsands_0:12, Marble Oilsands Ore
gregtech:ore_oilsands_0:13, Basalt Oilsands Ore
gregtech:ore_magnesite_0:0, Magnesite Ore
gregtech:ore_magnesite_0:1, Magnesite Ore
gregtech:ore_magnesite_0:2, Magnesite Ore
gregtech:ore_magnesite_0:3, Magnesite Ore
gregtech:ore_magnesite_0:4, Gravel Magnesite Ore
gregtech:ore_magnesite_0:5, Magnesite Ore
gregtech:ore_magnesite_0:6, Nether Magnesite Ore
gregtech:ore_magnesite_0:7, End Magnesite Ore
gregtech:ore_magnesite_0:8, Sand Magnesite Ore
gregtech:ore_magnesite_0:9, Sand Magnesite Ore
gregtech:ore_magnesite_0:10, Granite Magnesite Ore
gregtech:ore_magnesite_0:11, Granite Magnesite Ore
gregtech:ore_magnesite_0:12, Marble Magnesite Ore
gregtech:ore_magnesite_0:13, Basalt Magnesite Ore
gregtech:ore_garnet_yellow_0:0, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:1, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:2, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:3, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:4, Gravel Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:5, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:6, Nether Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:7, End Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:8, Sand Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:9, Sand Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:10, Granite Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:11, Granite Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:12, Marble Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:13, Basalt Yellow Garnet Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Garnierite Ore
gregtech:ore_garnierite_0:2, Garnierite Ore
gregtech:ore_garnierite_0:3, Garnierite Ore
gregtech:ore_garnierite_0:4, Gravel Garnierite Ore
gregtech:ore_garnierite_0:5, Garnierite Ore
gregtech:ore_garnierite_0:6, Nether Garnierite Ore
gregtech:ore_garnierite_0:7, End Garnierite Ore
gregtech:ore_garnierite_0:8, Sand Garnierite Ore
gregtech:ore_garnierite_0:9, Sand Garnierite Ore
gregtech:ore_garnierite_0:10, Granite Garnierite Ore
gregtech:ore_garnierite_0:11, Granite Garnierite Ore
gregtech:ore_garnierite_0:12, Marble Garnierite Ore
gregtech:ore_garnierite_0:13, Basalt Garnierite Ore
gregtech:ore_osmium_0:0, Osmium Ore
gregtech:ore_osmium_0:1, Osmium Ore
gregtech:ore_osmium_0:2, Osmium Ore
gregtech:ore_osmium_0:3, Osmium Ore
gregtech:ore_osmium_0:4, Gravel Osmium Ore
gregtech:ore_osmium_0:5, Osmium Ore
gregtech:ore_osmium_0:6, Nether Osmium Ore
gregtech:ore_osmium_0:7, End Osmium Ore
gregtech:ore_osmium_0:8, Sand Osmium Ore
gregtech:ore_osmium_0:9, Sand Osmium Ore
gregtech:ore_osmium_0:10, Granite Osmium Ore
gregtech:ore_osmium_0:11, Granite Osmium Ore
gregtech:ore_osmium_0:12, Marble Osmium Ore
gregtech:ore_osmium_0:13, Basalt Osmium Ore
gregtech:ore_cobaltite_0:0, Cobaltite Ore
gregtech:ore_cobaltite_0:1, Cobaltite Ore
gregtech:ore_cobaltite_0:2, Cobaltite Ore
gregtech:ore_cobaltite_0:3, Cobaltite Ore
gregtech:ore_cobaltite_0:4, Gravel Cobaltite Ore
gregtech:ore_cobaltite_0:5, Cobaltite Ore
gregtech:ore_cobaltite_0:6, Nether Cobaltite Ore
gregtech:ore_cobaltite_0:7, End Cobaltite Ore
gregtech:ore_cobaltite_0:8, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:9, Sand Cobaltite Ore
gregtech:ore_cobaltite_0:10, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:11, Granite Cobaltite Ore
gregtech:ore_cobaltite_0:12, Marble Cobaltite Ore
gregtech:ore_cobaltite_0:13, Basalt Cobaltite Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Bauxite Ore
gregtech:ore_bauxite_0:2, Bauxite Ore
gregtech:ore_bauxite_0:3, Bauxite Ore
gregtech:ore_bauxite_0:4, Gravel Bauxite Ore
gregtech:ore_bauxite_0:5, Bauxite Ore
gregtech:ore_bauxite_0:6, Nether Bauxite Ore
gregtech:ore_bauxite_0:7, End Bauxite Ore
gregtech:ore_bauxite_0:8, Sand Bauxite Ore
gregtech:ore_bauxite_0:9, Sand Bauxite Ore
gregtech:ore_bauxite_0:10, Granite Bauxite Ore
gregtech:ore_bauxite_0:11, Granite Bauxite Ore
gregtech:ore_bauxite_0:12, Marble Bauxite Ore
gregtech:ore_bauxite_0:13, Basalt Bauxite Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:3, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:4, Gravel Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:5, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:6, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:7, End Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:8, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:9, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:10, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:11, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:12, Marble Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:13, Basalt Yellow Limonite Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Emerald Ore
gregtech:ore_emerald_0:2, Emerald Ore
gregtech:ore_emerald_0:3, Emerald Ore
gregtech:ore_emerald_0:4, Gravel Emerald Ore
gregtech:ore_emerald_0:5, Emerald Ore
gregtech:ore_emerald_0:6, Nether Emerald Ore
gregtech:ore_emerald_0:7, End Emerald Ore
gregtech:ore_emerald_0:8, Sand Emerald Ore
gregtech:ore_emerald_0:9, Sand Emerald Ore
gregtech:ore_emerald_0:10, Granite Emerald Ore
gregtech:ore_emerald_0:11, Granite Emerald Ore
gregtech:ore_emerald_0:12, Marble Emerald Ore
gregtech:ore_emerald_0:13, Basalt Emerald Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Monazite Ore
gregtech:ore_monazite_0:2, Monazite Ore
gregtech:ore_monazite_0:3, Monazite Ore
gregtech:ore_monazite_0:4, Gravel Monazite Ore
gregtech:ore_monazite_0:5, Monazite Ore
gregtech:ore_monazite_0:6, Nether Monazite Ore
gregtech:ore_monazite_0:7, End Monazite Ore
gregtech:ore_monazite_0:8, Sand Monazite Ore
gregtech:ore_monazite_0:9, Sand Monazite Ore
gregtech:ore_monazite_0:10, Granite Monazite Ore
gregtech:ore_monazite_0:11, Granite Monazite Ore
gregtech:ore_monazite_0:12, Marble Monazite Ore
gregtech:ore_monazite_0:13, Basalt Monazite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Spodumene Ore
gregtech:ore_spodumene_0:2, Spodumene Ore
gregtech:ore_spodumene_0:3, Spodumene Ore
gregtech:ore_spodumene_0:4, Gravel Spodumene Ore
gregtech:ore_spodumene_0:5, Spodumene Ore
gregtech:ore_spodumene_0:6, Nether Spodumene Ore
gregtech:ore_spodumene_0:7, End Spodumene Ore
gregtech:ore_spodumene_0:8, Sand Spodumene Ore
gregtech:ore_spodumene_0:9, Sand Spodumene Ore
gregtech:ore_spodumene_0:10, Granite Spodumene Ore
gregtech:ore_spodumene_0:11, Granite Spodumene Ore
gregtech:ore_spodumene_0:12, Marble Spodumene Ore
gregtech:ore_spodumene_0:13, Basalt Spodumene Ore
gregtech:ore_chromite_0:0, Chromite Ore
gregtech:ore_chromite_0:1, Chromite Ore
gregtech:ore_chromite_0:2, Chromite Ore
gregtech:ore_chromite_0:3, Chromite Ore
gregtech:ore_chromite_0:4, Gravel Chromite Ore
gregtech:ore_chromite_0:5, Chromite Ore
gregtech:ore_chromite_0:6, Nether Chromite Ore
gregtech:ore_chromite_0:7, End Chromite Ore
gregtech:ore_chromite_0:8, Sand Chromite Ore
gregtech:ore_chromite_0:9, Sand Chromite Ore
gregtech:ore_chromite_0:10, Granite Chromite Ore
gregtech:ore_chromite_0:11, Granite Chromite Ore
gregtech:ore_chromite_0:12, Marble Chromite Ore
gregtech:ore_chromite_0:13, Basalt Chromite Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Lapis Ore
gregtech:ore_lapis_0:2, Lapis Ore
gregtech:ore_lapis_0:3, Lapis Ore
gregtech:ore_lapis_0:4, Gravel Lapis Ore
gregtech:ore_lapis_0:5, Lapis Ore
gregtech:ore_lapis_0:6, Nether Lapis Ore
gregtech:ore_lapis_0:7, End Lapis Ore
gregtech:ore_lapis_0:8, Sand Lapis Ore
gregtech:ore_lapis_0:9, Sand Lapis Ore
gregtech:ore_lapis_0:10, Granite Lapis Ore
gregtech:ore_lapis_0:11, Granite Lapis Ore
gregtech:ore_lapis_0:12, Marble Lapis Ore
gregtech:ore_lapis_0:13, Basalt Lapis Ore
gregtech:ore_phosphate_0:0, Phosphate Ore
gregtech:ore_phosphate_0:1, Phosphate Ore
gregtech:ore_phosphate_0:2, Phosphate Ore
gregtech:ore_phosphate_0:3, Phosphate Ore
gregtech:ore_phosphate_0:4, Gravel Phosphate Ore
gregtech:ore_phosphate_0:5, Phosphate Ore
gregtech:ore_phosphate_0:6, Nether Phosphate Ore
gregtech:ore_phosphate_0:7, End Phosphate Ore
gregtech:ore_phosphate_0:8, Sand Phosphate Ore
gregtech:ore_phosphate_0:9, Sand Phosphate Ore
gregtech:ore_phosphate_0:10, Granite Phosphate Ore
gregtech:ore_phosphate_0:11, Granite Phosphate Ore
gregtech:ore_phosphate_0:12, Marble Phosphate Ore
gregtech:ore_phosphate_0:13, Basalt Phosphate Ore
gregtech:ore_blue_topaz_0:0, Blue Topaz Ore
gregtech:ore_blue_topaz_0:1, Blue Topaz Ore
gregtech:ore_blue_topaz_0:2, Blue Topaz Ore
gregtech:ore_blue_topaz_0:3, Blue Topaz Ore
gregtech:ore_blue_topaz_0:4, Gravel Blue Topaz Ore
gregtech:ore_blue_topaz_0:5, Blue Topaz Ore
gregtech:ore_blue_topaz_0:6, Nether Blue Topaz Ore
gregtech:ore_blue_topaz_0:7, End Blue Topaz Ore
gregtech:ore_blue_topaz_0:8, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:9, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:10, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:11, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:12, Marble Blue Topaz Ore
gregtech:ore_blue_topaz_0:13, Basalt Blue Topaz Ore
gregtech:ore_grossular_0:0, Grossular Ore
gregtech:ore_grossular_0:1, Grossular Ore
gregtech:ore_grossular_0:2, Grossular Ore
gregtech:ore_grossular_0:3, Grossular Ore
gregtech:ore_grossular_0:4, Gravel Grossular Ore
gregtech:ore_grossular_0:5, Grossular Ore
gregtech:ore_grossular_0:6, Nether Grossular Ore
gregtech:ore_grossular_0:7, End Grossular Ore
gregtech:ore_grossular_0:8, Sand Grossular Ore
gregtech:ore_grossular_0:9, Sand Grossular Ore
gregtech:ore_grossular_0:10, Granite Grossular Ore
gregtech:ore_grossular_0:11, Granite Grossular Ore
gregtech:ore_grossular_0:12, Marble Grossular Ore
gregtech:ore_grossular_0:13, Basalt Grossular Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:3, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:4, Gravel Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:5, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:6, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:7, End Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:8, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:9, Sand Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:10, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:11, Granite Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:12, Marble Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:13, Basalt Vanadium Magnetite Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Salt Ore
gregtech:ore_salt_0:2, Salt Ore
gregtech:ore_salt_0:3, Salt Ore
gregtech:ore_salt_0:4, Gravel Salt Ore
gregtech:ore_salt_0:5, Salt Ore
gregtech:ore_salt_0:6, Nether Salt Ore
gregtech:ore_salt_0:7, End Salt Ore
gregtech:ore_salt_0:8, Sand Salt Ore
gregtech:ore_salt_0:9, Sand Salt Ore
gregtech:ore_salt_0:10, Granite Salt Ore
gregtech:ore_salt_0:11, Granite Salt Ore
gregtech:ore_salt_0:12, Marble Salt Ore
gregtech:ore_salt_0:13, Basalt Salt Ore
gregtech:ore_niobium_0:0, Niobium Ore
gregtech:ore_niobium_0:1, Niobium Ore
gregtech:ore_niobium_0:2, Niobium Ore
gregtech:ore_niobium_0:3, Niobium Ore
gregtech:ore_niobium_0:4, Gravel Niobium Ore
gregtech:ore_niobium_0:5, Niobium Ore
gregtech:ore_niobium_0:6, Nether Niobium Ore
gregtech:ore_niobium_0:7, End Niobium Ore
gregtech:ore_niobium_0:8, Sand Niobium Ore
gregtech:ore_niobium_0:9, Sand Niobium Ore
gregtech:ore_niobium_0:10, Granite Niobium Ore
gregtech:ore_niobium_0:11, Granite Niobium Ore
gregtech:ore_niobium_0:12, Marble Niobium Ore
gregtech:ore_niobium_0:13, Basalt Niobium Ore
gregtech:ore_topaz_0:0, Topaz Ore
gregtech:ore_topaz_0:1, Topaz Ore
gregtech:ore_topaz_0:2, Topaz Ore
gregtech:ore_topaz_0:3, Topaz Ore
gregtech:ore_topaz_0:4, Gravel Topaz Ore
gregtech:ore_topaz_0:5, Topaz Ore
gregtech:ore_topaz_0:6, Nether Topaz Ore
gregtech:ore_topaz_0:7, End Topaz Ore
gregtech:ore_topaz_0:8, Sand Topaz Ore
gregtech:ore_topaz_0:9, Sand Topaz Ore
gregtech:ore_topaz_0:10, Granite Topaz Ore
gregtech:ore_topaz_0:11, Granite Topaz Ore
gregtech:ore_topaz_0:12, Marble Topaz Ore
gregtech:ore_topaz_0:13, Basalt Topaz Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Platinum Ore
gregtech:ore_platinum_0:2, Platinum Ore
gregtech:ore_platinum_0:3, Platinum Ore
gregtech:ore_platinum_0:4, Gravel Platinum Ore
gregtech:ore_platinum_0:5, Platinum Ore
gregtech:ore_platinum_0:6, Nether Platinum Ore
gregtech:ore_platinum_0:7, End Platinum Ore
gregtech:ore_platinum_0:8, Sand Platinum Ore
gregtech:ore_platinum_0:9, Sand Platinum Ore
gregtech:ore_platinum_0:10, Granite Platinum Ore
gregtech:ore_platinum_0:11, Granite Platinum Ore
gregtech:ore_platinum_0:12, Marble Platinum Ore
gregtech:ore_platinum_0:13, Basalt Platinum Ore
gregtech:ore_bismuth_0:0, Bismuth Ore
gregtech:ore_bismuth_0:1, Bismuth Ore
gregtech:ore_bismuth_0:2, Bismuth Ore
gregtech:ore_bismuth_0:3, Bismuth Ore
gregtech:ore_bismuth_0:4, Gravel Bismuth Ore
gregtech:ore_bismuth_0:5, Bismuth Ore
gregtech:ore_bismuth_0:6, Nether Bismuth Ore
gregtech:ore_bismuth_0:7, End Bismuth Ore
gregtech:ore_bismuth_0:8, Sand Bismuth Ore
gregtech:ore_bismuth_0:9, Sand Bismuth Ore
gregtech:ore_bismuth_0:10, Granite Bismuth Ore
gregtech:ore_bismuth_0:11, Granite Bismuth Ore
gregtech:ore_bismuth_0:12, Marble Bismuth Ore
gregtech:ore_bismuth_0:13, Basalt Bismuth Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Sphalerite Ore
gregtech:ore_sphalerite_0:2, Sphalerite Ore
gregtech:ore_sphalerite_0:3, Sphalerite Ore
gregtech:ore_sphalerite_0:4, Gravel Sphalerite Ore
gregtech:ore_sphalerite_0:5, Sphalerite Ore
gregtech:ore_sphalerite_0:6, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:7, End Sphalerite Ore
gregtech:ore_sphalerite_0:8, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:9, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:10, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:11, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:12, Marble Sphalerite Ore
gregtech:ore_sphalerite_0:13, Basalt Sphalerite Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Tungstate Ore
gregtech:ore_tungstate_0:2, Tungstate Ore
gregtech:ore_tungstate_0:3, Tungstate Ore
gregtech:ore_tungstate_0:4, Gravel Tungstate Ore
gregtech:ore_tungstate_0:5, Tungstate Ore
gregtech:ore_tungstate_0:6, Nether Tungstate Ore
gregtech:ore_tungstate_0:7, End Tungstate Ore
gregtech:ore_tungstate_0:8, Sand Tungstate Ore
gregtech:ore_tungstate_0:9, Sand Tungstate Ore
gregtech:ore_tungstate_0:10, Granite Tungstate Ore
gregtech:ore_tungstate_0:11, Granite Tungstate Ore
gregtech:ore_tungstate_0:12, Marble Tungstate Ore
gregtech:ore_tungstate_0:13, Basalt Tungstate Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, Pyrolusite Ore
